theta,h
1.294525617810869500e+00,3.958355130274813227e-01
1.310312515467099592e+00,3.960934648160289728e-01
1.326099413123329684e+00,3.963513678195256240e-01
1.341886310779559777e+00,3.966091523037954536e-01
1.357673208435789869e+00,3.968667494675962026e-01
1.373460106092020183e+00,3.971240914534736599e-01
1.389247003748250275e+00,3.973811113575083098e-01
1.405033901404480368e+00,3.976377432380869270e-01
1.420820799060710460e+00,3.978939221233521728e-01
1.436607696716940552e+00,3.981495840177974865e-01
1.452394594373170644e+00,3.984046659078491759e-01
1.468181492029400736e+00,3.986591057663099735e-01
1.483968389685630829e+00,3.989128425559477775e-01
1.499755287341860921e+00,3.991658162322346270e-01
1.515542184998091013e+00,3.994179677451226151e-01
1.531329082654321327e+00,3.996692390399368411e-01
1.547115980310551420e+00,3.999195730575098584e-01
1.562902877966781512e+00,4.001689137335833757e-01
1.578689775623011604e+00,4.004172059972844200e-01
1.594476673279241696e+00,4.006643957690632085e-01
1.610263570935471789e+00,4.009104299576741193e-01
1.626050468591701881e+00,4.011552564569175749e-01
1.641837366247931973e+00,4.013988241413068980e-01
1.657624263904162065e+00,4.016410828613826700e-01
1.673411161560392379e+00,4.018819834383652312e-01
1.689198059216622472e+00,4.021214776582980877e-01
1.704984956872852564e+00,4.023595182656312108e-01
1.720771854529082656e+00,4.025960589563997716e-01
1.736558752185312748e+00,4.028310543708074065e-01
1.752345649841542841e+00,4.030644600855693427e-01
1.768132547497772933e+00,4.032962326055574698e-01
1.783919445154003025e+00,4.035263293553441044e-01
1.799706342810233117e+00,4.037547086702802379e-01
1.815493240466463432e+00,4.039813297871855391e-01
1.831280138122693524e+00,4.042061528347316024e-01
1.847067035778923616e+00,4.044291388236763152e-01
1.862853933435153708e+00,4.046502496366741197e-01
1.878640831091383800e+00,4.048694480178900434e-01
1.894427728747613893e+00,4.050866975623867439e-01
1.910214626403843985e+00,4.053019627053231488e-01
1.926001524060074077e+00,4.055152087110099890e-01
1.941788421716304169e+00,4.057264016617612157e-01
1.957575319372534484e+00,4.059355084464813523e-01
1.973362217028764576e+00,4.061424967493765248e-01
1.989149114684994668e+00,4.063473350382882376e-01
2.004936012341224760e+00,4.065499925531665948e-01
2.020722909997454853e+00,4.067504392942766223e-01
2.036509807653684945e+00,4.069486460104461689e-01
2.052296705309915037e+00,4.071445841872516347e-01
2.068083602966145129e+00,4.073382260352074180e-01
2.083870500622375221e+00,4.075295444777116138e-01
2.099657398278605314e+00,4.077185131393573636e-01
2.115444295934835406e+00,4.079051063339688699e-01
2.131231193591065498e+00,4.080892990526496233e-01
2.147018091247295590e+00,4.082710669520681068e-01
2.162804988903525683e+00,4.084503863426571790e-01
2.178591886559756219e+00,4.086272341768655281e-01
2.194378784215986311e+00,4.088015880373738753e-01
2.210165681872216403e+00,4.089734261256143255e-01
2.225952579528446496e+00,4.091427272501793611e-01
2.241739477184676588e+00,4.093094708154339512e-01
2.257526374840906680e+00,4.094736368100810875e-01
2.273313272497136772e+00,4.096352057959641302e-01
2.289100170153366864e+00,4.097941588969545856e-01
2.304887067809596957e+00,4.099504777879033890e-01
2.320673965465827049e+00,4.101041446839212012e-01
2.336460863122057141e+00,4.102551423294357735e-01
2.352247760778287233e+00,4.104034539876619259e-01
2.368034658434517326e+00,4.105490634301762198e-01
2.383821556090747418e+00,4.106919549266334069e-01
2.399608453746977510e+00,4.108321132347481641e-01
2.415395351403207602e+00,4.109695235900833743e-01
2.431182249059437694e+00,4.111041716962984816e-01
2.446969146715667787e+00,4.112360437157298043e-01
2.462756044371898323e+00,4.113651262596579317e-01
2.478542942028128415e+00,4.114914063791244581e-01
2.494329839684358507e+00,4.116148715561031568e-01
2.510116737340588600e+00,4.117355096943637882e-01
2.525903634996818692e+00,4.118533091108147470e-01
2.541690532653048784e+00,4.119682585272310127e-01
2.557477430309278876e+00,4.120803470617570574e-01
2.573264327965508969e+00,4.121895642210880450e-01
2.589051225621739061e+00,4.122958998924254881e-01
2.604838123277969153e+00,4.123993443360489120e-01
2.620625020934199245e+00,4.124998881779549098e-01
2.636411918590429337e+00,4.125975224028257116e-01
2.652198816246659430e+00,4.126922383469630584e-01
2.667985713902889522e+00,4.127840276919085283e-01
2.683772611559119614e+00,4.128728824581178736e-01
2.699559509215349706e+00,4.129587949990323192e-01
2.715346406871579799e+00,4.130417579952486151e-01
2.731133304527809891e+00,4.131217644492997665e-01
2.746920202184040427e+00,4.131988076808403298e-01
2.762707099840270519e+00,4.132728813220181707e-01
2.778493997496500612e+00,4.133439793135814666e-01
2.794280895152730704e+00,4.134120959013890539e-01
2.810067792808960796e+00,4.134772256335261797e-01
2.825854690465190888e+00,4.135393633584773521e-01
2.841641588121420980e+00,4.135985042238621845e-01
2.857428485777651073e+00,4.136546436768265833e-01
2.873215383433881165e+00,4.137077774656671147e-01
2.889002281090111257e+00,4.137579016436790935e-01
2.904789178746341349e+00,4.138050125753999220e-01
2.920576076402571442e+00,4.138491069470335848e-01
2.936362974058801534e+00,4.138901817821590279e-01
2.952149871715031626e+00,4.139282344650405676e-01
2.967936769371261718e+00,4.139632627760377881e-01
2.983723667027491810e+00,4.139952649454068934e-01
2.999510564683721903e+00,4.140242397370761385e-01
3.015297462339951995e+00,4.140501865841063611e-01
3.031084359996182087e+00,4.140731058165753042e-01
3.046871257652412623e+00,4.140929990687215456e-01
3.062658155308642716e+00,4.141098700642112385e-01
3.078445052964872808e+00,4.141237262999569180e-01
3.094231950621102900e+00,4.141345832568476548e-01
3.110018848277332992e+00,4.141424776963681942e-01
3.125805745933563085e+00,4.141475262193505813e-01
3.141592643589793177e+00,4.141502992120197901e-01
