theta,h
2.936362974058801534e+00,3.824543539384359647e-01
2.952149871715031626e+00,3.823887156647898800e-01
2.967936769371261718e+00,3.823281916721680829e-01
2.983723667027491810e+00,3.822728103100913044e-01
2.999510564683721903e+00,3.822225969256507483e-01
3.015297462339951995e+00,3.821775735932899098e-01
3.031084359996182087e+00,3.821377586859913689e-01
3.046871257652412623e+00,3.821031661370252741e-01
3.062658155308642716e+00,3.820738040451442941e-01
3.078445052964872808e+00,3.820496717155535960e-01
3.094231950621102900e+00,3.820307522962057556e-01
3.110018848277332992e+00,3.820169895687155481e-01
3.125805745933563085e+00,3.820081857992279617e-01
3.141592643589793177e+00,3.820033496632336822e-01
